Title,Author,Edition,date,Reviews 1,Ratings 1 1,Genre,BookCategory,Price
Normal People,Sally Rooney,Paperback,"Import, 29 Aug 2018",4.2,7,Romance (Books),Romance,699
Never Go Back (Jack Reacher),Lee Child,Paperback,27 Mar 2014,3.8,69,Action & Adventure (Books),Action & Adventure,155
Brick Lane: Shortlisted for the Man Booker Prize,Monica Ali,Paperback,1 May 2004,3.3,5,Romance (Books),Romance,199
"Doctor Socrates: Footballer, Philosopher, Legend",Andrew Downie,Paperback,2018,5,4,Americas,Sports,369
A Death in Vienna,Daniel Silva,Paperback,4 Aug 2005,5,2,Action & Adventure (Books),Action & Adventure,275
Kama Sutra Workout,DK,Paperback,7 Feb 2018,4,3,Healthy Living & Wellness (Books),Humour,374
Gothic Tales (Penguin Classics),Elizabeth Gaskell,Paperback,1 Feb 2001,4,1,Horror (Books),Humour,350
"The Penguin Dictionary Of Sociology (Dictionary, Penguin)",Nicholas Abercrombie,Paperback,12 Dec 2006,4.9,12,Dictionaries,"Language, Linguistics & Writing",350
Advanced Writing Skills: Success in 20 Minutes a Day,D.S. Paul,Paperback,1 Apr 2019,3,6,Writing Guides (Books),"Language, Linguistics & Writing",275
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Library Binding,19 Nov 2013,4.1,"1,227",True Accounts (Books),"Biographies, Diaries & True Accounts",296
Indestructibles: Jungle Rumble!,Kaaren Pixton,Paperback,23 Jun 2010,5,3,Photography Textbooks,"Arts, Film & Photography",311
NEW ERA: Pitman New Era Shorthand,Pitman,Paperback,2003,4,46,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",94
The Measure Of A Man: A Memoir,Sidney Poitier,Paperback,"Import, 4 Jun 2001",4,1,Biographies & Autobiographies (Books),"Arts, Film & Photography",701
I Am Malala: The Girl Who Stood Up for Education and was Shot by the Taliban,Malala Yousafzai,Paperback,9 Oct 2014,4.6,366,Gender Studies,Politics,299
The Unadulterated Cat,Terry Pratchett,Hardcover,26 Sep 2002,5,1,Pets (Books),Humour,491
Persepolis 2: The Story of a Return (Pantheon Graphic Novels),Marjane Satrapi,Paperback,2 Aug 2005,4,5,"Arts History, Theory & Criticism (Books)",Comics & Mangas,517
Key Words 7b: Fun and Games,Ladybird,Hardcover,2 Aug 2009,4.1,4,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",91
Dark Matter: The Most Mind-Blowing And Twisted Thriller Of The Year,Blake Crouch,Paperback,"Import, 24 Aug 2017",4.4,113,Romance (Books),"Crime, Thriller & Mystery",686
The New Confessions of an Economic Hit Man: How America really took over the world,John Perkins,Paperback,"Import, 5 Jul 2018",4.5,2,Government (Books),Action & Adventure,499
"MATLAB and its Applications in Engineering, 2e",Bansal/Goel/Sharma,Paperback,1 Mar 2016,4,8,Engineering,"Computing, Internet & Digital Media",277
"Death Note Black Edition, Vol. 3",Tsugumi Ohba,Paperback,3 May 2011,5,3,Mangas,Comics & Mangas,632.15
"Stan Lee's How to Draw Comics: From the Legendary Creator of Spider-Man, The Incredible Hulk, Fantastic Four, X-Men, and Iron Man",Stan Lee,Paperback,16 Nov 2010,4.5,2,"Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",1075
The Invisible Man: A Grotesque Romance (Campfire Graphic Novels),"H. G. Wells, Arthur C. Clarke",Paperback,5 Oct 2010,4,218,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",247
"Thinking with Type, 2nd revised and expanded edition: A Critical Guide for Designers, Writers, Editors, & Students (Design Briefs)",Ellen Lupton,Paperback,6 Oct 2010,3.6,7,Design,"Arts, Film & Photography",1524
"Lady Susan, the Watsons, Sanditon (Penguin Classics)",Jane Austen,Paperback,28 Nov 1974,4,2,Short Stories (Books),Romance,200
Key Words 2c: I Like to Write,Ladybird,Hardcover,2 Aug 2009,4.9,12,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",60
101 Classic Magic Tricks,Guy Frederick,Paperback,25 Apr 2019,3,21,Theatre & Spectacles (Books),"Arts, Film & Photography",90
Treasure of Khan: Dirk Pitt #19 (The Dirk Pitt Adventures),Clive Cussler,Paperback,25 Oct 2007,3.9,5,Action & Adventure (Books),"Crime, Thriller & Mystery",269
"Computer Networks, 5e (5th Edition)",Tanenbaum,Paperback,2013,4.2,68,Networks & System Administration (Books),"Computing, Internet & Digital Media",495
Cheaper by the Dozen (Perennial Classics),Ernestine Gilbreth Carey,Paperback,28 May 2002,4.8,6,Biographies & Autobiographies (Books),Humour,895
The Reckoning,John Grisham,Paperback,24 Oct 2018,2.9,43,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",222
C Programming Language: A Step by Step Guide to Learn C Programming in 7 Days,Darrel L. Graham,Paperback,14 Jun 2016,3.8,100,Programming Languages (Books),"Computing, Internet & Digital Media",569
Creative Doodle Colouring - Animals & Birds,Dreamland Publications,Paperback,2019,4.7,13,"Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",121
The Story of Babur,Parvati Sharma,Hardcover,6 Nov 2015,4.2,21,Children's Historical Fiction (Books),Comics & Mangas,634.25
Love in the Time of Cholera,Gabriel Garcia Marquez,Paperback,13 Nov 2007,4.1,98,Romance (Books),"Computing, Internet & Digital Media",228
I'm Travelling Alone (Munch and Krüger),Samuel Bjork,Paperback,9 Aug 2016,4.7,4,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",275
Five Little Pigs (Poirot),Agatha Christie,Paperback,5 Oct 2017,4.6,108,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",224
Garfield Fat Cat 3-Pack #15,Jim Davis,Paperback,25 Oct 2011,4.5,6,Humour (Books),Comics & Mangas,598.94
The Lady of the Lake (The Witcher),Andrzej Sapkowski,Paperback,14 Mar 2017,5,3,Action & Adventure (Books),Action & Adventure,1071
Mindstorms,Seymour A. Papert,Paperback,4 Aug 1993,4,1,Developmental Psychology,"Computing, Internet & Digital Media",1000
Yoga Pretzels: 50 Fun Yoga Activities for Kids and Grownups (Yoga Cards),"Tara Guber, Leah Kalish, Sophie Fatus, Baron Baptiste",Cards,"Illustrated, 1 Jan 2005",5,1,"Children's Crafts, Hobbies & Practical Interests (Books)",Sports,787
Beginning HTML and CSS,Rob Larsen,Paperback,2013,3.5,3,Programming Languages (Books),"Computing, Internet & Digital Media",492
Global Inequality – A New Approach for the Age of Globalization,Branko Milanovic,Paperback,"Import, 9 Apr 2018",4.5,2,Development & Growth,Politics,539
Rain in the Mountains: Notes from the Himalayas,Ruskin Bond,Paperback,27 Jul 2016,4.5,77,Indian Writing (Books),"Biographies, Diaries & True Accounts",284
Sword of Destiny (The Witcher),Andrzej Sapkowski,Paperback,1 Dec 2015,4.8,19,Action & Adventure (Books),Action & Adventure,1054
Adultery,Paulo Coelho,Paperback,14 Aug 2014,3.6,337,Romance (Books),Romance,152
The Trouble With Testosterone: And Other Essays On The Biology Of The Human Predicament,Robert M. Sapolsky,Paperback,24 Apr 1998,5,1,Anatomy & Physiology,Humour,1020
National Geographic Dawn to Dark Photographs: The Magic of Light,National Geographic,Hardcover,15 Sep 2015,3.9,7,Action & Adventure (Books),Action & Adventure,924
Collected Poems: With A New Introduction By John Thieme,Ezekiel Nissim,Paperback,7 Feb 2005,5,2,Linguistics (Books),"Language, Linguistics & Writing",253
Going Solo,Roald Dahl,Paperback,24 May 2016,4.4,13,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",239
Dare to Run (English),Amit Sheth,Paperback,"Illustrated, 1 Aug 2011",4.4,20,Gymnastics (Books),Sports,249
"Uzumaki (3-in-1, Deluxe Edition): Includes vols. 1, 2 & 3",Junji Ito,Hardcover,15 Oct 2013,4.8,9,Mangas,Comics & Mangas,1584
Your Prime Minister is Dead,Anuj Dhar,Paperback,26 Sep 2018,4.7,90,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",296
Charter of the United Nations and the Statute of International Court of Justice: Along With Voting Procedure in the Security Council,Sharma,Paperback,2010,3.2,2,Government (Books),Politics,76
Amma Tell Me How Hanuman Crossed the Ocean!: Part 2 in the Hanuman Trilogy!,Bhakti Mathur,Paperback,6 Oct 2016,5,3,Encyclopaedias & Reference Works (Books),Comics & Mangas,228
Bring Me Back,B. A. Paris,Paperback,31 Mar 2018,3.9,13,Contemporary Fiction (Books),"Crime, Thriller & Mystery",242
The Almost Nearly Perfect People: Behind the Myth of the Scandinavian Utopia,Michael Booth,Paperback,24 Mar 2015,4.7,4,Anthropology (Books),Humour,399
Murder in the City: Twelve Incredible Case Files of the Kolkata Police,"Supratim Sarkar, Swati Sengupta",Paperback,10 Feb 2018,4.4,30,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",205
A Midsummer's Equation,Keigo Higashino,Paperback,19 Aug 2016,4,43,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",319
"Pokémon Adventures: Diamond and Pearl/Platinum, Vol. 1 (Pokemon)",Hidenori Kusaka,Paperback,1 Mar 2011,5,1,Mangas,Comics & Mangas,474
Mental Magic,Martin Gardner,Paperback,1 Apr 2019,3.7,10,Action & Adventure (Books),Action & Adventure,54
"The Plug-In Drug: Television, Computers, and Family Life",Marie Winn,Paperback,"Special Edition, 26 Mar 2002",5,1,Media Studies,Humour,812
My Name Is Red,Orhan Pamuk,Paperback,5 Aug 2010,4.2,32,Design,"Crime, Thriller & Mystery",463
An Anonymous Girl,Greer Hendricks,Paperback,15 Feb 2019,3.1,5,Contemporary Fiction (Books),"Crime, Thriller & Mystery",416
The DC Universe By Neil Gaiman Deluxe Edition,Neil Gaiman,Hardcover,18 Oct 2016,3,1,Comics,Comics & Mangas,1319.77
Tintin and Alph-Art (The Adventures of Tintin),Herge,Hardcover,15 Feb 2013,3.9,22,Comics & Mangas (Books),"Arts, Film & Photography",646
The Adventures of Sherlock Holmes and the Memoirs of Sherlock Holmes (Penguin Classics),Arthur Conan Doyle,Paperback,5 Jul 2001,4.4,973,Action & Adventure (Books),Action & Adventure,355
Reasons to Stay Alive,Matt Haig,Paperback,26 Feb 2016,4.3,37,"Mind, Body & Spirit (Books)","Biographies, Diaries & True Accounts",335
The Penguin Classics Fox and the Star,Coralie Bickford-Smith,Hardcover,2015,5,1,Design,"Arts, Film & Photography",509
World Famous Trials (FAF),Vikas Khatri,Paperback,2013,5,1,Action & Adventure (Books),Action & Adventure,100
"Cracking the SAT Premium Edition with 8 Practice Tests, 2019: The All-in-One Solution for Your Highest Possible Score (College Test Preparation)",The Princeton Review,Paperback,22 May 2018,4.8,16,Action & Adventure (Books),Action & Adventure,1249.04
"Tokyo Ghoul, Vol. 3",Sui Ishida,Paperback,20 Oct 2015,4.4,12,Mangas,Comics & Mangas,665
Murder of a Lady: A Scottish Mystery,Anthony Wynne,Paperback,6 Oct 2017,3.2,4,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",260
Artificial Intelligence and Machine Learning,Chandra S.S.V,Paperback,2014,4.1,5,Computer Science Books,"Computing, Internet & Digital Media",355
Brooklyn,Colm Tóibín,Paperback,4 Mar 2010,4,8,Romance (Books),Romance,573
A Compendium of Spoken Words,Kumkum Gupta,Paperback,2016,3.9,67,Language Learning & Teaching (Books),"Language, Linguistics & Writing",59
Ranga Roopa: Gods. Words. Images,B.N. Goswamy,Paperback,28 May 2010,4.5,10,"Arts History, Theory & Criticism (Books)","Arts, Film & Photography",9096
Dharmendra: A Biography: Not Just a He-Man,Rajiv M. Vijayakar,Hardcover,20 Dec 2018,3.9,45,Industries & Business Sectors (Books),"Language, Linguistics & Writing",355
Core Strength Training (Dk Sports & Activities),DK,Paperback,1 Jan 2013,4.4,6,Sports Training & Coaching (Books),Sports,559
The Tomb of Hercules (Wilde/Chase 2),Andy McDermott,Paperback,13 Nov 2008,3,2,Action & Adventure (Books),Action & Adventure,310
"Born to Run: The hidden tribe, the ultra-runners, and the greatest race the world has never seen",Christopher McDougall,Paperback,15 Apr 2010,4.6,154,Gymnastics (Books),Sports,449
"Winning Arguments: What Works and Doesn't Work in Politics, the Bedroom, the Courtroom and the Classroom",Stanley Fish,Hardcover,25 Jul 2016,2,1,Rhetoric & Speech (Books),"Language, Linguistics & Writing",293
The Crows of Agra,Sharath Komarraju,Paperback,13 Oct 2015,3.9,76,Historical Fiction (Books),"Crime, Thriller & Mystery",240
The Valley of Flowers: An Adventure in the Upper Himalaya,Frank S. Smythe,Paperback,14 Sep 2015,4.5,18,True Accounts (Books),"Biographies, Diaries & True Accounts",253
No Comebacks,Frederick Forsyth,Paperback,7 Apr 2011,4.3,11,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",262
"Modern Letter Writing Course: Personal, Business and Official Letter Writing for All Occasions",ARUN SAGAR,Paperback,8 May 2013,3.6,14,Children's Reference (Books),"Language, Linguistics & Writing",185
Oxford Mini Dictionary and Thesaurus,Oxford Dictionaries,Flexibound,23 Nov 2011,4.1,50,Dictionaries,"Language, Linguistics & Writing",194
Scholastic Study Smart 01 - Grammar Builder,Scholastic Inc,Paperback,1 Jan 2014,4.6,9,Teaching & Education,"Language, Linguistics & Writing",128
Chicken Soup For The Indian Couples Soul,Jack Canfield,Paperback,31 Jan 2012,3.7,5,Romance (Books),Romance,295
This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,Paperback,25 Apr 2018,4.3,10,Education & Training,Humour,459
Oxford Advance Learners Dictionary with DVD - ROM,"Margaret Deuter, Jennifer Bradbery, Joanna Turnbull",Paperback,2015,4.4,310,Dictionaries,"Language, Linguistics & Writing",465
"Effective C++: 55 Specific Ways To Improve Your Programs And Designs, 3/e",Meyers,Paperback,2008,4.1,13,Programming & Software Development (Books),"Computing, Internet & Digital Media",650
2019-2023 5-Year Planner: 60-Month Calendar (Black),I S Anderson,Hardcover,"Import, 15 Aug 2018",4,1,Encyclopaedias & Reference Works (Books),Sports,1109
Lost and Founder,Rand Fishkin,Paperback,19 Apr 2018,4.4,10,Entrepreneurship,"Computing, Internet & Digital Media",557
Mr. and Mrs. Jinnah: The Marriage that Shook India,Sheela Reddy,Hardcover,10 Feb 2017,4.6,34,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",420
A Man Without a Country,Kurt Vonnegut,Paperback,16 Jan 2007,5,5,American Literature,Humour,524
"The Graveyard Book Graphic Novel, Part - 1",Neil Gaiman,Paperback,2014,4.6,109,Comics & Mangas (Books),Comics & Mangas,311
Private Gold (A Private Thriller),James Patterson,Paperback,26 Apr 2017,3,2,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",120
"Death Note Black Edition, Vol. 4",Tsugumi Ohba,Paperback,5 Jul 2011,5,1,Mangas,Comics & Mangas,573.18
Marvel Ultimate Sticker - Book 2 (Ultimate Stickers),Simon Beecroft,Paperback,3 Mar 2014,3.7,5,Comics & Mangas (Books),Comics & Mangas,262
The Confessor,Daniel Silva,Paperback,1 Apr 2004,4.6,5,Action & Adventure (Books),Action & Adventure,438
"Much Obliged, Jeeves: (Jeeves & Wooster)",P.G. Wodehouse,Paperback,7 Aug 2008,5,5,Classic Fiction (Books),Humour,239
Cambridge IGCSE Computer Science,"David Watson, Helen Williams",Paperback,30 Jan 2015,3.3,7,IGCSE,"Computing, Internet & Digital Media",1194
Introduction to Computing & Problem Solving with Python,Jeeva Jose,Paperback,2019,4.7,53,Introductory & Beginning Programming,"Computing, Internet & Digital Media",299
Topsy and Tim Visit London (Topsy & Tim),Ladybird Ladybird,Paperback,27 Mar 2012,5,1,Children's Picture Books (Books),Humour,114
The Merchant of Venice (Ratna Sagar Shakespeare),William Shakespeare,Paperback,Oct 2013,3.9,33,Theater,"Arts, Film & Photography",150
Every Last Lie,Mary Kubica,Paperback,13 Sep 2017,3,2,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",200
Only Time Will Tell (The Clifton Chronicles),Jeffrey Archer,Paperback,15 Sep 2011,4.2,301,Action & Adventure (Books),Action & Adventure,117
Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs,Ken Kocienda,Paperback,6 Sep 2018,4.7,7,Design,"Arts, Film & Photography",310
The Extraordinary Journey of the Fakir who got Trapped in an Ikea Wardrobe,Romain Puertolas,Paperback,4 Sep 2014,3.9,24,Action & Adventure (Books),Action & Adventure,300
My Home: (Read and Shine: Graded Readers),"Stephen Barnett, Yes",Paperback,1 Apr 2011,3,2,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",50
The Visitor: (Jack Reacher 4),Lee Child,Paperback,1 Apr 2001,4.5,24,Contemporary Fiction (Books),"Crime, Thriller & Mystery",308
The Secret of Perfect Living,James T Mangan,Paperback,1 Dec 2006,4.6,9,Personal Development & Self-Help (Books),"Arts, Film & Photography",1552
Head First Software Development,"Pilone, Dan, Miles, Russ",Paperback,2008,3,4,Introductory & Beginning Programming,"Computing, Internet & Digital Media",575
The Jewel In The Crown (Raj Quartet 1),Paul Scott,Paperback,29 Jan 1996,3.6,4,Action & Adventure (Books),Romance,487
In Search of Sita,Namita Gokhale,Paperback,15 Oct 2009,4.6,3,Anthologies (Books),"Language, Linguistics & Writing",294
Study Guide for B.Arch 2018,PK Mishra,Paperback,2018,4.3,27,Architecture (Books),"Arts, Film & Photography",337
Advanced Sports Nutrition,Dan Benardot,Paperback,27 Dec 2011,5,2,Healthy Living & Wellness (Books),Sports,1268
Essential Vivekananda,"Mukul Kanitkar, Anoop A.J",Paperback,20 Jan 2019,5,2,"Diaries, Letters & Journals (Books)","Language, Linguistics & Writing",356
Film Directing Shot by Shot: Visualizing from Concept to Screen (Michael Wiese Productions),Steve Katz,Paperback,31 Jul 1991,4,14,Cinema & Broadcast (Books),"Arts, Film & Photography",1699
Need You Dead (Roy Grace),Peter James,Paperback,8 Nov 2017,3.8,3,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",198
"Core Java: An Integrated Approach, New: Includes All Versions upto Java 8","R. Nageswara Rao, DT Editorial Services",Paperback,2016,4.6,212,Programming Languages (Books),"Computing, Internet & Digital Media",492
DC Comics Ultimate Character Guide,DK,Hardcover,4 Jul 2011,4.6,6,Comics & Mangas (Books),Comics & Mangas,1198
Fifty Cars that Changed the World: Design Museum Fifty,Design Museum Enterprise Limited,Hardcover,6 Oct 2009,4,1,"Arts History, Theory & Criticism (Books)","Arts, Film & Photography",11715.12
The Power,Naomi Alderman,Paperback,30 Sep 2017,3.9,9,Contemporary Fiction (Books),"Crime, Thriller & Mystery",309
"Creative Lettering and Beyond: Inspiring tips, techniques, and ideas for hand lettering your way to beautiful works of art (Creative...and Beyond)",Laura Lavender,Paperback,15 Dec 2018,4.2,11,"Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",786
The Innocent Man,John Grisham,Paperback,15 Nov 2007,3.9,12,True Accounts (Books),"Biographies, Diaries & True Accounts",217
Fire and Blood: A History of the Targaryen Kings from Aegon the Conqueror to Aegon III as scribed by Archmaester Gyldayn,George R.R. Martin,Hardcover,20 Nov 2018,4.2,41,Action & Adventure (Books),Action & Adventure,569
Learn in 30 Days Through (Learn the National Language),Krishna Gopal Vikal,Paperback,1 Jun 2005,3.2,30,Grammar (Books),"Language, Linguistics & Writing",125
112 Meditations for Self Realization: Vigyan Bhairava Tantra,Ranjit Chaudhri,Paperback,2014,4.1,25,Action & Adventure (Books),Action & Adventure,199
Steve Jobs: The man who thought different,Karen Blumenthal,Paperback,2013,4.2,40,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",320
Your Dreams Are Mine Now,Ravinder Singh,Paperback,8 Mar 2017,4.1,764,Romance (Books),Romance,112
The Paradoxical Prime Minister,Shashi Tharoor,Hardcover,26 Oct 2018,2.7,279,Political Ideologies (Books),"Biographies, Diaries & True Accounts",460
Asterix and the Golden Sickle: Album 2,Albert Uderzo,Paperback,21 Apr 2005,4.1,12,Mangas,Comics & Mangas,399
The Beatles: All Our Yesterdays (Campfire Graphic Novels),Jason Quinn,Paperback,"Import, 7 Feb 2017",4.1,5,Comics & Mangas (Books),Humour,289
Beyond a Heartbeat,Ashna Kedia,Paperback,10 Nov 2018,4.7,19,Indian Writing (Books),Romance,98
The Bob's Burgers Burger Book: Real Recipes for Joke Burgers,Cole Bowden,Hardcover,22 Mar 2016,5,1,Cinema & Broadcast (Books),Humour,904
"The Mammoth Book of Dirty, Sick, X-Rated and Politically Incorrect Jokes (Mammoth Books)",Geoff Tibballs,Paperback,13 Oct 2005,5,1,Rhetoric & Speech (Books),Humour,322
The Pillars of the Earth (The Kingsbridge Novels),Ken Follett,Paperback,4 Oct 2017,4.3,38,Action & Adventure (Books),"Crime, Thriller & Mystery",415
Key to Wren & Martin's Regular & Multicolour Edition of High School English Grammar & Composition,N.D.V. Prasada Rao,Paperback,2017,4.3,255,Grammar (Books),"Language, Linguistics & Writing",295
Railways and the Raj,Christian Wolmar,Paperback,10 Jan 2018,4.2,9,Political Theory (Books),Politics,478.79
Buddha Four Encouters - Vol. 2,Osamu Tezuka,Paperback,28 Oct 2010,5,1,Mangas,Comics & Mangas,399
A Few Lessons from Sherlock Holmes,Peter Bevelin,Paperback,16 Sep 2013,2.8,5,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",529
Tintin: The Complete Companion: The Complete Guide to Tintin's World (The Adventures of Tintin),Michael Farr,Hardcover,3 Oct 2011,5,4,Comics & Mangas (Books),Comics & Mangas,2767
Nighthawk: NUMA Files #14 (The NUMA Files),Clive Cussler,Paperback,"Import, 3 May 2018",4.8,6,Action & Adventure (Books),Action & Adventure,199
Lost Ocean,Johanna Basford,Paperback,11 Nov 2015,4.6,68,Design,"Arts, Film & Photography",420
Sisters,Danielle Steel,Paperback,25 Feb 2008,3.8,6,Romance (Books),Romance,249
In the Eye of the Storm: Volume 2 (Storm and Silence Saga),Robert Thier,Paperback,3 Aug 2016,4.5,18,Action & Adventure (Books),Romance,969
Containers in OpenStack,Madhuri Kumari,Paperback,"Import, 21 Dec 2017",4.8,8,Networks & System Administration (Books),"Computing, Internet & Digital Media",2239
The Broken Eye: Book 3 of Lightbringer,Brent Weeks,Paperback,20 Aug 2015,4.7,4,Action & Adventure (Books),Action & Adventure,482
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,Paperback,7 Feb 2008,3.6,19,Political Ideologies (Books),Politics,350
Tomie: Complete Deluxe Edition,Junji Ito,Hardcover,20 Dec 2016,5,4,Mangas,Comics & Mangas,1688
Big Book of Brain Games,Ivan Moscovich,Paperback,29 Jan 2007,4.1,10,Games & Quizzes (Books),Humour,1407
Bestseller,Ahmed Faiyaz,Paperback,3 Nov 2018,4.2,251,Humour (Books),Humour,196
Big Nate Blasts Off,Lincoln Peirce,Paperback,23 May 2016,4.6,10,Comics & Mangas (Books),Comics & Mangas,239
The Philosophy Book (Big Ideas),DK,Hardcover,2015,4.4,30,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",859
Indian Cities: Oxford India Short Introductions (Oxford India Short Introductions Series),Annapurna Shaw,Paperback,28 Sep 2012,4.7,5,Urban & Regional,Politics,194.94
This Book Loves You,Pewdiepie,Paperback,11 Jan 2016,4.6,72,Humour (Books),Humour,639
Share Point: Interview Questions and Answers,Shivaprasad Koirala,Paperback,30 Sep 2009,3,1,Networks & System Administration (Books),"Computing, Internet & Digital Media",129
"Neither Here, Nor There: Travels in Europe (Bryson)",Bill Bryson,Paperback,5 Nov 2015,3.7,11,Humour (Books),Humour,374
Acting for the Camera: Revised Edition,Tony Barr,Paperback,29 May 1997,5,6,Theatre & Spectacles (Books),Humour,498.44
Playbook: Learn To Play Harmonica - A Handy Beginner's Guide],Hal Leonard Publishing Corporation,Paperback,22 Oct 2014,3,1,Music Books,Humour,236
The Kept Woman (The Will Trent Series),Karin Slaughter,Paperback,20 Apr 2017,3.8,4,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",100
Room No. 904?,Shivani Singhal,Paperback,"Import, 25 Sep 2018",4.9,33,Romance (Books),Romance,150
The Theory of Everything,Stephen Hawking,Paperback,"Special Edition, 1 Jan 2007",4.6,653,Astronomy (Books),"Biographies, Diaries & True Accounts",117
Introduction to Artificial Neural Systems,Jacek M. Zurada,Paperback,25 Jan 1994,4,5,Artificial Intelligence,"Computing, Internet & Digital Media",356
Open: An Autobiography,Andre Agassi,Paperback,19 Aug 2010,4.7,167,Biographies & Autobiographies (Books),Sports,277
No Spin: My Autobiography,Shane Warne,Paperback,9 Oct 2018,4,22,Biographies & Autobiographies (Books),Sports,435
Data and Goliath – The Hidden Battles to Collect Your Data and Control Your World,Bruce Schneier,Paperback,8 Feb 2016,5,1,Networks & System Administration (Books),"Computing, Internet & Digital Media",979
The Stone Leopard,Colin Forbes,Paperback,"Import, 7 Apr 1977",5,1,Action & Adventure (Books),"Crime, Thriller & Mystery",1499
The Power of Six: Book 2 (Lorien Legacies),Pittacus Lore,Paperback,12 Apr 2012,4.9,11,Children's Crime & Thriller (Books),"Crime, Thriller & Mystery",399
Logo Design Love: A guide to creating iconic brand identities (Voices That Matter),David Airey,Paperback,20 Aug 2014,4.1,14,Design,"Arts, Film & Photography",2122
Vikram Sarabhai: A Life,Amrita Shah,Paperback,16 Jun 2016,4.8,11,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",359
Snow,Orhan Pamuk,Paperback,7 Oct 2004,3.9,16,Action & Adventure (Books),"Crime, Thriller & Mystery",369
Trinity Rock & Pop 2018 Guitar Grade 1,Trinity College Lond,Sheet music,15 Sep 2017,3.5,3,Music Books,"Arts, Film & Photography",1056
A Senior English Grammar and Composition,Editorials,Paperback,2016,4.8,8,Grammar (Books),"Language, Linguistics & Writing",215
The Armada Legacy (Ben Hope),Scott Mariani,Paperback,"Abridged, Audiobook, Box set",4,2,Action & Adventure (Books),Action & Adventure,270
Mini Shopaholic (Shopaholic Book 6),Sophie Kinsella,Paperback,2019,3.4,8,Contemporary Fiction (Books),Humour,199
Bond on Bond: Reflections on 50 Years of James Bond Movies,Roger Moore,Hardcover,16 Oct 2012,5,1,Cinema & Broadcast (Books),Humour,286
Complete Guide to Digital Photography,Ian Farrell,Paperback,2 Jan 2018,4.7,6,Photography Textbooks,"Computing, Internet & Digital Media",646
Oxford Practice Grammar Intermediate: With Key Practice-Boost CD-ROM Pack,John Eastwood,Paperback,16 Jul 2012,4.9,14,Language & Linguistics,"Language, Linguistics & Writing",675
Remember Me?,Sophie Kinsella,Paperback,4 Dec 2008,4.1,29,Romance (Books),Humour,130
The Life-Changing Magic of Not Giving a F**k (A No F*cks Given Guide),Sarah Knight,Paperback,6 Dec 2017,1.7,3,Personal Development & Self-Help (Books),Humour,324
Learn to Play Cricket: Teach Yourself (TY Sports and Games),Mark Butcher,Paperback,31 Dec 2010,5,5,Cricket (Books),Sports,232
Crucible,James Rollins,Paperback,20 Feb 2019,4.1,8,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",442
The Mystery of the Lost Cezanne (A Provençal Mystery),M. L. Longworth,Paperback,15 Sep 2015,5,1,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",953
JavaScript: The Good Parts,"Crockford, Douglas",Paperback,2008,4.1,43,"Computing, Internet & Digital Media (Books)","Computing, Internet & Digital Media",1200
Aural Tests Book 2 (Grades 6-8),Trinity College London,Paperback,7 Jun 2016,3.4,3,Music Books,"Arts, Film & Photography",1074
The Boy You've Loved Reading About Box Set,Datta Durjoy,Paperback,22 Mar 2019,4.6,3,Romance (Books),Romance,279
Structures,J. E. Gordon,Paperback,8 Jul 2003,3.7,13,Structural Engineering,"Arts, Film & Photography",900
